DATE,GEO,Sex,Cancer_type,Characteristics,UOM,VALUE,Age_group
2012,Ontario,Females,Lung and bronchus,Number of new cancer cases,Number,140,Old-aged Adults
2012,Ontario,Females,Breast,Number of new cancer cases,Number,210,Old-aged Adults
2012,Ontario,Females,Stomach,Number of new cancer cases,Number,0,Unknown
2012,Ontario,Females,Colon and rectum,Number of new cancer cases,Number,0,Unknown
2012,Ontario,Females,Liver,Number of new cancer cases,Number,0,Unknown
2012,Ontario,Females,Lung and bronchus,Number of new cancer cases,Number,0,Unknown
2012,Ontario,Females,Breast,Number of new cancer cases,Number,0,Unknown
2012,Manitoba,Females,Stomach,Number of new cancer cases,Number,0,Child
2012,Manitoba,Females,Colon and rectum,Number of new cancer cases,Number,0,Child
2012,Manitoba,Females,Liver,Number of new cancer cases,Number,0,Child
2012,Manitoba,Females,Lung and bronchus,Number of new cancer cases,Number,0,Child
2012,Manitoba,Females,Breast,Number of new cancer cases,Number,0,Child
2012,Manitoba,Females,Stomach,Number of new cancer cases,Number,0,Young Adults
2012,Manitoba,Females,Colon and rectum,Number of new cancer cases,Number,0,Young Adults
2012,Manitoba,Females,Liver,Number of new cancer cases,Number,0,Young Adults
2012,Manitoba,Females,Lung and bronchus,Number of new cancer cases,Number,0,Young Adults
2012,Manitoba,Females,Breast,Number of new cancer cases,Number,0,Young Adults
2012,Manitoba,Females,Stomach,Number of new cancer cases,Number,0,Middle-aged Adults
2012,Manitoba,Females,Colon and rectum,Number of new cancer cases,Number,5,Middle-aged Adults
2012,Manitoba,Females,Liver,Number of new cancer cases,Number,0,Middle-aged Adults
2012,Manitoba,Females,Lung and bronchus,Number of new cancer cases,Number,0,Middle-aged Adults
2012,Manitoba,Females,Breast,Number of new cancer cases,Number,5,Middle-aged Adults
2012,Manitoba,Females,Breast,Number of new cancer cases,Number,20,Middle-aged Adults
2012,Manitoba,Females,Colon and rectum,Number of new cancer cases,Number,10,Middle-aged Adults
2012,Manitoba,Females,Lung and bronchus,Number of new cancer cases,Number,10,Middle-aged Adults
2012,Manitoba,Females,Breast,Number of new cancer cases,Number,45,Middle-aged Adults
2012,Manitoba,Females,Stomach,Number of new cancer cases,Number,0,Old-aged Adults
2012,Manitoba,Females,Colon and rectum,Number of new cancer cases,Number,10,Old-aged Adults
2012,Manitoba,Females,Liver,Number of new cancer cases,Number,0,Old-aged Adults
2012,Manitoba,Females,Lung and bronchus,Number of new cancer cases,Number,10,Old-aged Adults
2012,Manitoba,Females,Breast,Number of new cancer cases,Number,65,Old-aged Adults
2012,Manitoba,Females,Stomach,Number of new cancer cases,Number,5,Old-aged Adults
2012,Manitoba,Females,Colon and rectum,Number of new cancer cases,Number,25,Old-aged Adults
2012,Manitoba,Females,Breast,Number of new cancer cases,Number,80,Old-aged Adults
2012,Manitoba,Females,Lung and bronchus,Number of new cancer cases,Number,35,Old-aged Adults
2012,Manitoba,Females,Breast,Number of new cancer cases,Number,90,Old-aged Adults
2012,Manitoba,Females,Colon and rectum,Number of new cancer cases,Number,35,Old-aged Adults
2012,Manitoba,Females,Liver,Number of new cancer cases,Number,5,Old-aged Adults
2012,Manitoba,Females,Lung and bronchus,Number of new cancer cases,Number,55,Old-aged Adults
2012,Manitoba,Females,Breast,Number of new cancer cases,Number,115,Old-aged Adults
2012,Manitoba,Females,Colon and rectum,Number of new cancer cases,Number,30,Old-aged Adults
2012,Manitoba,Females,Lung and bronchus,Number of new cancer cases,Number,80,Old-aged Adults
2012,Manitoba,Females,Breast,Number of new cancer cases,Number,110,Old-aged Adults
2012,Manitoba,Females,Colon and rectum,Number of new cancer cases,Number,45,Old-aged Adults
2012,Manitoba,Females,Breast,Number of new cancer cases,Number,85,Old-aged Adults
2012,Manitoba,Females,Colon and rectum,Number of new cancer cases,Number,40,Old-aged Adults
2012,Manitoba,Females,Lung and bronchus,Number of new cancer cases,Number,60,Old-aged Adults
2012,Manitoba,Females,Stomach,Number of new cancer cases,Number,10,Old-aged Adults
2012,Manitoba,Females,Lung and bronchus,Number of new cancer cases,Number,50,Old-aged Adults
2012,Manitoba,Females,Breast,Number of new cancer cases,Number,55,Old-aged Adults
2012,Manitoba,Females,Breast,Number of new cancer cases,Number,50,Old-aged Adults
2012,Manitoba,Females,Colon and rectum,Number of new cancer cases,Number,20,Old-aged Adults
2012,Manitoba,Females,Lung and bronchus,Number of new cancer cases,Number,15,Old-aged Adults
2012,Manitoba,Females,Breast,Number of new cancer cases,Number,20,Old-aged Adults
2012,Manitoba,Females,Stomach,Number of new cancer cases,Number,0,Unknown
2012,Manitoba,Females,Colon and rectum,Number of new cancer cases,Number,0,Unknown
2012,Manitoba,Females,Liver,Number of new cancer cases,Number,0,Unknown
2012,Manitoba,Females,Lung and bronchus,Number of new cancer cases,Number,0,Unknown
2012,Manitoba,Females,Breast,Number of new cancer cases,Number,0,Unknown
2012,Saskatchewan,Females,Stomach,Number of new cancer cases,Number,0,Child
2012,Saskatchewan,Females,Colon and rectum,Number of new cancer cases,Number,0,Child
2012,Saskatchewan,Females,Liver,Number of new cancer cases,Number,0,Child
2012,Saskatchewan,Females,Lung and bronchus,Number of new cancer cases,Number,0,Child
2012,Saskatchewan,Females,Breast,Number of new cancer cases,Number,0,Child
2012,Saskatchewan,Females,Stomach,Number of new cancer cases,Number,0,Young Adults
2012,Saskatchewan,Females,Colon and rectum,Number of new cancer cases,Number,0,Young Adults
2012,Saskatchewan,Females,Liver,Number of new cancer cases,Number,0,Young Adults
2012,Saskatchewan,Females,Lung and bronchus,Number of new cancer cases,Number,0,Young Adults
2012,Saskatchewan,Females,Breast,Number of new cancer cases,Number,0,Young Adults
2012,Saskatchewan,Females,Breast,Number of new cancer cases,Number,5,Young Adults
2012,Saskatchewan,Females,Stomach,Number of new cancer cases,Number,0,Middle-aged Adults
2012,Saskatchewan,Females,Colon and rectum,Number of new cancer cases,Number,5,Middle-aged Adults
2012,Saskatchewan,Females,Liver,Number of new cancer cases,Number,0,Middle-aged Adults
2012,Saskatchewan,Females,Lung and bronchus,Number of new cancer cases,Number,0,Middle-aged Adults
2012,Saskatchewan,Females,Breast,Number of new cancer cases,Number,5,Middle-aged Adults
2012,Saskatchewan,Females,Breast,Number of new cancer cases,Number,20,Middle-aged Adults
2012,Saskatchewan,Females,Breast,Number of new cancer cases,Number,25,Middle-aged Adults
2012,Saskatchewan,Females,Stomach,Number of new cancer cases,Number,5,Old-aged Adults
2012,Saskatchewan,Females,Colon and rectum,Number of new cancer cases,Number,15,Old-aged Adults
2012,Saskatchewan,Females,Liver,Number of new cancer cases,Number,0,Old-aged Adults
2012,Saskatchewan,Females,Lung and bronchus,Number of new cancer cases,Number,10,Old-aged Adults
2012,Saskatchewan,Females,Breast,Number of new cancer cases,Number,50,Old-aged Adults
2012,Saskatchewan,Females,Stomach,Number of new cancer cases,Number,0,Old-aged Adults
2012,Saskatchewan,Females,Colon and rectum,Number of new cancer cases,Number,25,Old-aged Adults
2012,Saskatchewan,Females,Liver,Number of new cancer cases,Number,5,Old-aged Adults
2012,Saskatchewan,Females,Lung and bronchus,Number of new cancer cases,Number,20,Old-aged Adults
2012,Saskatchewan,Females,Breast,Number of new cancer cases,Number,75,Old-aged Adults
2012,Saskatchewan,Females,Colon and rectum,Number of new cancer cases,Number,35,Old-aged Adults
2012,Saskatchewan,Females,Lung and bronchus,Number of new cancer cases,Number,25,Old-aged Adults
2012,Saskatchewan,Females,Breast,Number of new cancer cases,Number,80,Old-aged Adults
2012,Saskatchewan,Females,Stomach,Number of new cancer cases,Number,10,Old-aged Adults
2012,Saskatchewan,Females,Lung and bronchus,Number of new cancer cases,Number,35,Old-aged Adults
2012,Saskatchewan,Females,Breast,Number of new cancer cases,Number,85,Old-aged Adults
2012,Saskatchewan,Females,Colon and rectum,Number of new cancer cases,Number,45,Old-aged Adults
2012,Saskatchewan,Females,Lung and bronchus,Number of new cancer cases,Number,60,Old-aged Adults
2012,Saskatchewan,Females,Colon and rectum,Number of new cancer cases,Number,40,Old-aged Adults
2012,Saskatchewan,Females,Lung and bronchus,Number of new cancer cases,Number,75,Old-aged Adults
2012,Saskatchewan,Females,Breast,Number of new cancer cases,Number,70,Old-aged Adults
2012,Saskatchewan,Females,Lung and bronchus,Number of new cancer cases,Number,55,Old-aged Adults
2012,Saskatchewan,Females,Breast,Number of new cancer cases,Number,65,Old-aged Adults
2012,Saskatchewan,Females,Lung and bronchus,Number of new cancer cases,Number,45,Old-aged Adults
2012,Saskatchewan,Females,Breast,Number of new cancer cases,Number,45,Old-aged Adults
2012,Saskatchewan,Females,Breast,Number of new cancer cases,Number,40,Old-aged Adults
2012,Saskatchewan,Females,Lung and bronchus,Number of new cancer cases,Number,15,Old-aged Adults
2012,Saskatchewan,Females,Breast,Number of new cancer cases,Number,30,Old-aged Adults
2012,Saskatchewan,Females,Stomach,Number of new cancer cases,Number,0,Unknown
2012,Saskatchewan,Females,Colon and rectum,Number of new cancer cases,Number,0,Unknown
2012,Saskatchewan,Females,Liver,Number of new cancer cases,Number,0,Unknown
2012,Saskatchewan,Females,Lung and bronchus,Number of new cancer cases,Number,0,Unknown
2012,Saskatchewan,Females,Breast,Number of new cancer cases,Number,0,Unknown
2012,Alberta,Females,Stomach,Number of new cancer cases,Number,0,Child
2012,Alberta,Females,Colon and rectum,Number of new cancer cases,Number,0,Child
2012,Alberta,Females,Liver,Number of new cancer cases,Number,0,Child
2012,Alberta,Females,Lung and bronchus,Number of new cancer cases,Number,0,Child
2012,Alberta,Females,Breast,Number of new cancer cases,Number,0,Child
2012,Alberta,Females,Stomach,Number of new cancer cases,Number,0,Young Adults
2012,Alberta,Females,Colon and rectum,Number of new cancer cases,Number,5,Young Adults
2012,Alberta,Females,Liver,Number of new cancer cases,Number,0,Young Adults
2012,Alberta,Females,Lung and bronchus,Number of new cancer cases,Number,0,Young Adults
2012,Alberta,Females,Breast,Number of new cancer cases,Number,0,Young Adults
2012,Alberta,Females,Stomach,Number of new cancer cases,Number,5,Young Adults
2012,Alberta,Females,Breast,Number of new cancer cases,Number,10,Young Adults
2012,Alberta,Females,Stomach,Number of new cancer cases,Number,0,Middle-aged Adults
2012,Alberta,Females,Colon and rectum,Number of new cancer cases,Number,10,Middle-aged Adults
2012,Alberta,Females,Liver,Number of new cancer cases,Number,0,Middle-aged Adults
2012,Alberta,Females,Lung and bronchus,Number of new cancer cases,Number,5,Middle-aged Adults
2012,Alberta,Females,Breast,Number of new cancer cases,Number,40,Middle-aged Adults
2012,Alberta,Females,Lung and bronchus,Number of new cancer cases,Number,0,Middle-aged Adults
2012,Alberta,Females,Breast,Number of new cancer cases,Number,75,Middle-aged Adults
2012,Alberta,Females,Stomach,Number of new cancer cases,Number,5,Middle-aged Adults
2012,Alberta,Females,Colon and rectum,Number of new cancer cases,Number,15,Middle-aged Adults
2012,Alberta,Females,Breast,Number of new cancer cases,Number,140,Middle-aged Adults
2012,Alberta,Females,Stomach,Number of new cancer cases,Number,5,Old-aged Adults
2012,Alberta,Females,Colon and rectum,Number of new cancer cases,Number,30,Old-aged Adults
2012,Alberta,Females,Liver,Number of new cancer cases,Number,0,Old-aged Adults
2012,Alberta,Females,Lung and bronchus,Number of new cancer cases,Number,25,Old-aged Adults
2012,Alberta,Females,Breast,Number of new cancer cases,Number,225,Old-aged Adults
2012,Alberta,Females,Colon and rectum,Number of new cancer cases,Number,70,Old-aged Adults
2012,Alberta,Females,Lung and bronchus,Number of new cancer cases,Number,40,Old-aged Adults
2012,Alberta,Females,Breast,Number of new cancer cases,Number,270,Old-aged Adults
2012,Alberta,Females,Stomach,Number of new cancer cases,Number,10,Old-aged Adults
2012,Alberta,Females,Colon and rectum,Number of new cancer cases,Number,75,Old-aged Adults
2012,Alberta,Females,Liver,Number of new cancer cases,Number,5,Old-aged Adults
2012,Alberta,Females,Lung and bronchus,Number of new cancer cases,Number,90,Old-aged Adults
2012,Alberta,Females,Breast,Number of new cancer cases,Number,260,Old-aged Adults
2012,Alberta,Females,Colon and rectum,Number of new cancer cases,Number,90,Old-aged Adults
2012,Alberta,Females,Liver,Number of new cancer cases,Number,10,Old-aged Adults
2012,Alberta,Females,Lung and bronchus,Number of new cancer cases,Number,115,Old-aged Adults
2012,Alberta,Females,Breast,Number of new cancer cases,Number,275,Old-aged Adults
2012,Alberta,Females,Colon and rectum,Number of new cancer cases,Number,95,Old-aged Adults
2012,Alberta,Females,Lung and bronchus,Number of new cancer cases,Number,160,Old-aged Adults
2012,Alberta,Females,Breast,Number of new cancer cases,Number,250,Old-aged Adults
2012,Alberta,Females,Stomach,Number of new cancer cases,Number,15,Old-aged Adults
2012,Alberta,Females,Lung and bronchus,Number of new cancer cases,Number,175,Old-aged Adults
2012,Alberta,Females,Breast,Number of new cancer cases,Number,235,Old-aged Adults
2012,Alberta,Females,Lung and bronchus,Number of new cancer cases,Number,150,Old-aged Adults
2012,Alberta,Females,Breast,Number of new cancer cases,Number,160,Old-aged Adults
2012,Alberta,Females,Colon and rectum,Number of new cancer cases,Number,105,Old-aged Adults
2012,Alberta,Females,Lung and bronchus,Number of new cancer cases,Number,110,Old-aged Adults
2012,Alberta,Females,Breast,Number of new cancer cases,Number,125,Old-aged Adults
2012,Alberta,Females,Lung and bronchus,Number of new cancer cases,Number,65,Old-aged Adults
2012,Alberta,Females,Breast,Number of new cancer cases,Number,60,Old-aged Adults
2012,Alberta,Females,Colon and rectum,Number of new cancer cases,Number,35,Old-aged Adults
2012,Alberta,Females,Breast,Number of new cancer cases,Number,35,Old-aged Adults
2012,Alberta,Females,Stomach,Number of new cancer cases,Number,0,Unknown
2012,Alberta,Females,Colon and rectum,Number of new cancer cases,Number,0,Unknown
2012,Alberta,Females,Liver,Number of new cancer cases,Number,0,Unknown
2012,Alberta,Females,Lung and bronchus,Number of new cancer cases,Number,0,Unknown
2012,Alberta,Females,Breast,Number of new cancer cases,Number,0,Unknown
2012,British Columbia,Females,Stomach,Number of new cancer cases,Number,0,Child
2012,British Columbia,Females,Colon and rectum,Number of new cancer cases,Number,0,Child
2012,British Columbia,Females,Liver,Number of new cancer cases,Number,0,Child
2012,British Columbia,Females,Lung and bronchus,Number of new cancer cases,Number,0,Child
2012,British Columbia,Females,Breast,Number of new cancer cases,Number,0,Child
2012,British Columbia,Females,Stomach,Number of new cancer cases,Number,0,Young Adults
2012,British Columbia,Females,Colon and rectum,Number of new cancer cases,Number,5,Young Adults
2012,British Columbia,Females,Liver,Number of new cancer cases,Number,0,Young Adults
2012,British Columbia,Females,Lung and bronchus,Number of new cancer cases,Number,0,Young Adults
2012,British Columbia,Females,Breast,Number of new cancer cases,Number,0,Young Adults
2012,British Columbia,Females,Colon and rectum,Number of new cancer cases,Number,0,Young Adults
2012,British Columbia,Females,Lung and bronchus,Number of new cancer cases,Number,5,Young Adults
2012,British Columbia,Females,Breast,Number of new cancer cases,Number,15,Young Adults
2012,British Columbia,Females,Stomach,Number of new cancer cases,Number,5,Middle-aged Adults
